ASV1	Melli_45_016-contigs|k141_1186275	98.947	285	3	0	14	298	1049	765	2.44e-144	510
ASV1	Melli_41_001-contigs|k141_1172984	98.947	285	3	0	14	298	409	125	2.44e-144	510
ASV1	Melli_47_001-contigs|k141_195846	98.596	285	4	0	14	298	63105	63389	1.13e-142	505
ASV1	Scapto_89_002-contigs|k141_151098	97.895	285	6	0	14	298	553	269	2.46e-139	494
ASV1	L_Lactobacillus_spSy1-contigs|JACCIU010000001.1	97.895	285	6	0	14	298	4355	4071	2.46e-139	494
ASV1	L_Lactobacillus_spSy1-contigs|JACCIU010000001.1	97.895	285	6	0	14	298	60954	60670	2.46e-139	494
ASV1	L_Lactobacillus_spSy1-contigs|JACCIU010000001.1	97.895	285	6	0	14	298	188599	188315	2.46e-139	494
ASV1	L_Lactobacillus_spSy1-contigs|JACCIU010000001.1	97.895	285	6	0	14	298	1277808	1277524	2.46e-139	494
ASV1	L_Lactobacillus_spSy1-contigs|JACCIU010000001.1	97.895	285	5	1	14	298	827195	827478	8.84e-139	492
ASV1	L_senioris_DSM24302-contigs|AYZR01000005.1	96.842	285	9	0	14	298	694	978	2.47e-134	477
ASV1	F_fructivorans_strainDSM20203-contigs|AZDS01000008.1	96.853	286	7	2	14	298	3312	3028	2.47e-134	477
ASV1	Scapto_92_002-contigs|k141_567391	97.473	277	7	0	14	290	715	991	3.20e-133	473
ASV1	Melli_45_016-contigs|k141_158433	97.473	277	7	0	14	290	17446	17722	3.20e-133	473
ASV1	F_lindneri_strainDSM20690-contigs|JQBT01000013.1	95.088	285	14	0	14	298	509	225	5.39e-126	449
ASV2	Melli_45_016-contigs|k141_1186275	99.298	285	2	0	14	298	1049	765	5.24e-146	516
ASV2	Melli_41_001-contigs|k141_1172984	99.298	285	2	0	14	298	409	125	5.24e-146	516
ASV2	Melli_47_001-contigs|k141_195846	98.947	285	3	0	14	298	63105	63389	2.44e-144	510
ASV2	Scapto_89_002-contigs|k141_151098	98.246	285	5	0	14	298	553	269	5.28e-141	499
ASV2	L_Lactobacillus_spSy1-contigs|JACCIU010000001.1	98.246	285	5	0	14	298	4355	4071	5.28e-141	499
ASV2	L_Lactobacillus_spSy1-contigs|JACCIU010000001.1	98.246	285	5	0	14	298	60954	60670	5.28e-141	499
ASV2	L_Lactobacillus_spSy1-contigs|JACCIU010000001.1	98.246	285	5	0	14	298	188599	188315	5.28e-141	499
ASV2	L_Lactobacillus_spSy1-contigs|JACCIU010000001.1	98.246	285	5	0	14	298	1277808	1277524	5.28e-141	499
ASV2	L_Lactobacillus_spSy1-contigs|JACCIU010000001.1	98.246	285	4	1	14	298	827195	827478	1.90e-140	497
ASV2	L_senioris_DSM24302-contigs|AYZR01000005.1	97.193	285	8	0	14	298	694	978	5.32e-136	483
ASV2	F_fructivorans_strainDSM20203-contigs|AZDS01000008.1	97.203	286	6	2	14	298	3312	3028	5.32e-136	483
ASV2	Scapto_92_002-contigs|k141_567391	97.834	277	6	0	14	290	715	991	6.88e-135	479
ASV2	Melli_45_016-contigs|k141_158433	97.834	277	6	0	14	290	17446	17722	6.88e-135	479
ASV2	F_lindneri_strainDSM20690-contigs|JQBT01000013.1	95.439	285	13	0	14	298	509	225	1.16e-127	455
ASV3	Melli_45_016-contigs|k141_1186275	98.955	287	3	0	12	298	1051	765	1.89e-145	514
ASV3	Melli_41_001-contigs|k141_1172984	98.955	287	3	0	12	298	411	125	1.89e-145	514
ASV3	Melli_47_001-contigs|k141_195846	98.606	287	4	0	12	298	63103	63389	8.77e-144	508
ASV3	Scapto_89_002-contigs|k141_151098	97.909	287	6	0	12	298	555	269	1.90e-140	497
ASV3	L_Lactobacillus_spSy1-contigs|JACCIU010000001.1	97.909	287	6	0	12	298	4357	4071	1.90e-140	497
ASV3	L_Lactobacillus_spSy1-contigs|JACCIU010000001.1	97.909	287	6	0	12	298	60956	60670	1.90e-140	497
ASV3	L_Lactobacillus_spSy1-contigs|JACCIU010000001.1	97.909	287	6	0	12	298	188601	188315	1.90e-140	497
ASV3	L_Lactobacillus_spSy1-contigs|JACCIU010000001.1	97.909	287	6	0	12	298	1277810	1277524	1.90e-140	497
ASV3	L_Lactobacillus_spSy1-contigs|JACCIU010000001.1	97.909	287	5	1	12	298	827193	827478	6.83e-140	496
ASV3	L_senioris_DSM24302-contigs|AYZR01000005.1	96.864	287	9	0	12	298	692	978	1.91e-135	481
ASV3	F_fructivorans_strainDSM20203-contigs|AZDS01000008.1	96.875	288	7	2	12	298	3314	3028	1.91e-135	481
ASV3	Scapto_92_002-contigs|k141_567391	97.491	279	7	0	12	290	713	991	2.47e-134	477
ASV3	Melli_45_016-contigs|k141_158433	97.491	279	7	0	12	290	17444	17722	2.47e-134	477
ASV3	F_lindneri_strainDSM20690-contigs|JQBT01000013.1	95.122	287	14	0	12	298	511	225	4.17e-127	453
ASV4	Melli_45_016-contigs|k141_1186275	98.955	287	3	0	12	298	1051	765	1.89e-145	514
ASV4	Melli_41_001-contigs|k141_1172984	98.955	287	3	0	12	298	411	125	1.89e-145	514
ASV4	Melli_47_001-contigs|k141_195846	98.606	287	4	0	12	298	63103	63389	8.77e-144	508
ASV4	Scapto_89_002-contigs|k141_151098	97.909	287	6	0	12	298	555	269	1.90e-140	497
ASV4	L_Lactobacillus_spSy1-contigs|JACCIU010000001.1	97.909	287	6	0	12	298	4357	4071	1.90e-140	497
ASV4	L_Lactobacillus_spSy1-contigs|JACCIU010000001.1	97.909	287	6	0	12	298	60956	60670	1.90e-140	497
ASV4	L_Lactobacillus_spSy1-contigs|JACCIU010000001.1	97.909	287	6	0	12	298	188601	188315	1.90e-140	497
ASV4	L_Lactobacillus_spSy1-contigs|JACCIU010000001.1	97.909	287	6	0	12	298	1277810	1277524	1.90e-140	497
ASV4	L_Lactobacillus_spSy1-contigs|JACCIU010000001.1	97.909	287	5	1	12	298	827193	827478	6.83e-140	496
ASV4	L_senioris_DSM24302-contigs|AYZR01000005.1	96.864	287	9	0	12	298	692	978	1.91e-135	481
ASV4	F_fructivorans_strainDSM20203-contigs|AZDS01000008.1	96.875	288	7	2	12	298	3314	3028	1.91e-135	481
ASV4	Scapto_92_002-contigs|k141_567391	97.491	279	7	0	12	290	713	991	2.47e-134	477
ASV4	Melli_45_016-contigs|k141_158433	97.491	279	7	0	12	290	17444	17722	2.47e-134	477
ASV4	F_lindneri_strainDSM20690-contigs|JQBT01000013.1	95.122	287	14	0	12	298	511	225	4.17e-127	453
ASV5	Melli_45_016-contigs|k141_1186275	99.303	287	2	0	12	298	1051	765	4.05e-147	520
ASV5	Melli_41_001-contigs|k141_1172984	99.303	287	2	0	12	298	411	125	4.05e-147	520
ASV5	Melli_47_001-contigs|k141_195846	98.955	287	3	0	12	298	63103	63389	1.89e-145	514
ASV5	Scapto_89_002-contigs|k141_151098	98.258	287	5	0	12	298	555	269	4.08e-142	503
ASV5	L_Lactobacillus_spSy1-contigs|JACCIU010000001.1	98.258	287	5	0	12	298	4357	4071	4.08e-142	503
ASV5	L_Lactobacillus_spSy1-contigs|JACCIU010000001.1	98.258	287	5	0	12	298	60956	60670	4.08e-142	503
ASV5	L_Lactobacillus_spSy1-contigs|JACCIU010000001.1	98.258	287	5	0	12	298	188601	188315	4.08e-142	503
ASV5	L_Lactobacillus_spSy1-contigs|JACCIU010000001.1	98.258	287	5	0	12	298	1277810	1277524	4.08e-142	503
ASV5	L_Lactobacillus_spSy1-contigs|JACCIU010000001.1	98.258	287	4	1	12	298	827193	827478	1.47e-141	501
ASV5	L_senioris_DSM24302-contigs|AYZR01000005.1	97.213	287	8	0	12	298	692	978	4.11e-137	486
ASV5	F_fructivorans_strainDSM20203-contigs|AZDS01000008.1	97.222	288	6	2	12	298	3314	3028	4.11e-137	486
ASV5	Scapto_92_002-contigs|k141_567391	96.864	287	9	0	12	298	713	999	1.91e-135	481
ASV5	Melli_45_016-contigs|k141_158433	96.864	287	9	0	12	298	17444	17730	1.91e-135	481
ASV5	F_lindneri_strainDSM20690-contigs|JQBT01000013.1	95.470	287	13	0	12	298	511	225	8.96e-129	459
ASV6	Melli_45_016-contigs|k141_1186275	99.303	287	2	0	12	298	1051	765	4.05e-147	520
ASV6	Melli_41_001-contigs|k141_1172984	99.303	287	2	0	12	298	411	125	4.05e-147	520
ASV6	Melli_47_001-contigs|k141_195846	98.955	287	3	0	12	298	63103	63389	1.89e-145	514
ASV6	Scapto_89_002-contigs|k141_151098	98.258	287	5	0	12	298	555	269	4.08e-142	503
ASV6	L_Lactobacillus_spSy1-contigs|JACCIU010000001.1	98.258	287	5	0	12	298	4357	4071	4.08e-142	503
ASV6	L_Lactobacillus_spSy1-contigs|JACCIU010000001.1	98.258	287	5	0	12	298	60956	60670	4.08e-142	503
ASV6	L_Lactobacillus_spSy1-contigs|JACCIU010000001.1	98.258	287	5	0	12	298	188601	188315	4.08e-142	503
ASV6	L_Lactobacillus_spSy1-contigs|JACCIU010000001.1	98.258	287	5	0	12	298	1277810	1277524	4.08e-142	503
ASV6	L_Lactobacillus_spSy1-contigs|JACCIU010000001.1	98.258	287	4	1	12	298	827193	827478	1.47e-141	501
ASV6	L_senioris_DSM24302-contigs|AYZR01000005.1	97.213	287	8	0	12	298	692	978	4.11e-137	486
ASV6	F_fructivorans_strainDSM20203-contigs|AZDS01000008.1	97.222	288	6	2	12	298	3314	3028	4.11e-137	486
ASV6	Scapto_92_002-contigs|k141_567391	96.864	287	9	0	12	298	713	999	1.91e-135	481
ASV6	Melli_45_016-contigs|k141_158433	96.864	287	9	0	12	298	17444	17730	1.91e-135	481
ASV6	F_lindneri_strainDSM20690-contigs|JQBT01000013.1	95.470	287	13	0	12	298	511	225	8.96e-129	459
ASV7	Melli_45_016-contigs|k141_1186275	99.652	287	1	0	12	298	1051	765	8.71e-149	525
ASV7	Melli_41_001-contigs|k141_1172984	99.652	287	1	0	12	298	411	125	8.71e-149	525
